year,state,crime_rate
1999,Oregon,374.9
2000,Oregon,350.7
2001,Oregon,306.6
2002,Oregon,292.5
2003,Oregon,294.8
2004,Oregon,298.6
2005,Oregon,287.0
2006,Oregon,284.6
2007,Oregon,293.9
2008,Oregon,261.4
2009,Oregon,260.6
2010,Oregon,251.4
2011,Oregon,249.3
2012,Oregon,247.1
2013,Oregon,242.8
2014,Oregon,259.2
2015,Oregon,265.4
2016,Oregon,268.8
2017,Oregon,280.4
2018,Oregon,290.4
2019,Oregon,284.4
1986,Illinois,810.3
1987,Illinois,796.2
1988,Illinois,810.4
1989,Illinois,845.9
1990,Illinois,967.4
1991,Illinois,1039.2
1992,Illinois,977.3
1993,Illinois,959.7
1994,Illinois,960.9
1995,Illinois,996.1
1996,Illinois,890.4
1997,Illinois,861.4
1998,Illinois,807.7
1999,Illinois,689.5
2000,Illinois,653.8
2001,Illinois,633.1
2002,Illinois,601.9
2003,Illinois,556.4
2004,Illinois,545.7
2005,Illinois,552.2
2006,Illinois,541.6
2007,Illinois,533.2
2008,Illinois,525.4
2009,Illinois,497.2
2010,Illinois,444.9
2011,Illinois,424.0
2012,Illinois,416.2
2013,Illinois,403.1
2014,Illinois,370.9
2015,Illinois,387.5
2016,Illinois,436.7
2017,Illinois,436.2
2018,Illinois,411.4
2019,Illinois,406.9
1986,Maine,147.0
1987,Maine,152.1
1988,Maine,157.4
1989,Maine,137.2
1990,Maine,143.2
1991,Maine,132.1
1992,Maine,130.9
1993,Maine,125.7
1994,Maine,129.9
1995,Maine,131.4
1996,Maine,124.9
1997,Maine,120.8
1998,Maine,125.9
1999,Maine,112.0
2000,Maine,109.6
2001,Maine,111.7
2002,Maine,107.8
2003,Maine,108.6
2004,Maine,103.7
2005,Maine,112.5
2006,Maine,116.0
2007,Maine,118.8
2008,Maine,119.4
2009,Maine,119.9
2010,Maine,122.1
2011,Maine,123.3
2012,Maine,122.4
2013,Maine,132.5
2014,Maine,127.6
2015,Maine,129.8
2016,Maine,124.0
2017,Maine,120.6
2018,Maine,112.0
2019,Maine,115.2
1986,Wyoming,293.1
1987,Wyoming,283.1
1988,Wyoming,314.0
1989,Wyoming,258.3
1990,Wyoming,301.4
1991,Wyoming,310.2
1992,Wyoming,319.5
1993,Wyoming,286.2
1994,Wyoming,272.5
1995,Wyoming,254.2
1996,Wyoming,249.7
1997,Wyoming,255.2
1998,Wyoming,247.6
1999,Wyoming,232.5
2000,Wyoming,266.5
2001,Wyoming,257.6
2002,Wyoming,273.4
2003,Wyoming,261.7
2004,Wyoming,229.9
2005,Wyoming,230.3
2006,Wyoming,253.8
2007,Wyoming,257.1
2008,Wyoming,249.7
2009,Wyoming,219.7
2010,Wyoming,197.9
2011,Wyoming,219.4
2012,Wyoming,201.3
2013,Wyoming,207.8
2014,Wyoming,195.4
2015,Wyoming,221.6
2016,Wyoming,244.7
2017,Wyoming,234.6
2018,Wyoming,213.8
2019,Wyoming,217.4
1986,New Hampshire,139.5
1987,New Hampshire,149.6
1988,New Hampshire,147.9
1989,New Hampshire,168.5
1990,New Hampshire,131.5
1991,New Hampshire,119.3
1992,New Hampshire,125.7
1993,New Hampshire,137.8
1994,New Hampshire,116.8
1995,New Hampshire,114.5
1996,New Hampshire,118.2
1997,New Hampshire,113.2
1998,New Hampshire,107.2
1999,New Hampshire,96.5
2000,New Hampshire,175.4
2001,New Hampshire,170.2
2002,New Hampshire,161.3
2003,New Hampshire,150.3
2004,New Hampshire,169.5
2005,New Hampshire,134.8
2006,New Hampshire,135.8
2007,New Hampshire,144.1
2008,New Hampshire,156.1
2009,New Hampshire,160.4
2010,New Hampshire,167.4
2011,New Hampshire,217.3
2012,New Hampshire,215.0
2013,New Hampshire,223.2
2014,New Hampshire,197.7
2015,New Hampshire,202.4
2016,New Hampshire,199.8
2017,New Hampshire,195.7
2018,New Hampshire,177.6
2019,New Hampshire,152.5
1986,New York,985.9
1987,New York,1008.1
1988,New York,1097.3
1989,New York,1131.2
1990,New York,1180.9
1991,New York,1163.9
1992,New York,1122.1
1993,New York,1073.5
1994,New York,965.6
1995,New York,841.9
1996,New York,727.0
1997,New York,688.6
1998,New York,637.8
1999,New York,588.8
2000,New York,553.9
2001,New York,513.6
2002,New York,496.6
2003,New York,465.8
2004,New York,440.4
2005,New York,444.4
2006,New York,435.2
2007,New York,414.4
2008,New York,397.9
2009,New York,384.4
2010,New York,394.4
2011,New York,397.2
2012,New York,406.3
2013,New York,393.8
2014,New York,384.7
2015,New York,380.4
2016,New York,374.6
2017,New York,361.1
2018,New York,350.8
2019,New York,358.6
1986,Idaho,222.5
1987,Idaho,214.2
1988,Idaho,234.7
1989,Idaho,254.6
1990,Idaho,275.7
1991,Idaho,290.3
1992,Idaho,281.4
1993,Idaho,281.8
1994,Idaho,285.8
1995,Idaho,322.0
1996,Idaho,267.2
1997,Idaho,256.8
1998,Idaho,282.2
1999,Idaho,244.9
2000,Idaho,252.5
2001,Idaho,243.1
2002,Idaho,254.6
2003,Idaho,245.9
2004,Idaho,247.4
2005,Idaho,256.8
2006,Idaho,250.0
2007,Idaho,256.2
2008,Idaho,241.5
2009,Idaho,246.2
2010,Idaho,220.5
2011,Idaho,202.2
2012,Idaho,209.8
2013,Idaho,215.2
2014,Idaho,210.4
2015,Idaho,217.4
2016,Idaho,230.7
2017,Idaho,239.2
2018,Idaho,239.7
2019,Idaho,223.8
1986,Colorado,523.6
1987,Colorado,467.5
1988,Colorado,472.6
1989,Colorado,471.4
1990,Colorado,526.0
1991,Colorado,559.3
1992,Colorado,578.8
1993,Colorado,567.3
1994,Colorado,509.6
1995,Colorado,440.2
1996,Colorado,404.5
1997,Colorado,363.2
1998,Colorado,377.9
1999,Colorado,340.5
2000,Colorado,334.0
2001,Colorado,349.6
2002,Colorado,352.9
2003,Colorado,346.5
2004,Colorado,372.0
2005,Colorado,396.7
2006,Colorado,395.4
2007,Colorado,351.8
2008,Colorado,353.9
2009,Colorado,338.8
2010,Colorado,323.7
2011,Colorado,314.4
2012,Colorado,307.4
2013,Colorado,305.4
2014,Colorado,307.8
2015,Colorado,318.4
2016,Colorado,344.1
2017,Colorado,372.2
2018,Colorado,401.5
2019,Colorado,381.0
1986,North Dakota,51.3
1987,North Dakota,56.8
1988,North Dakota,59.1
1989,North Dakota,63.2
1990,North Dakota,73.9
1991,North Dakota,65.4
1992,North Dakota,83.3
1993,North Dakota,82.2
1994,North Dakota,81.8
1995,North Dakota,86.7
1996,North Dakota,84.0
1997,North Dakota,87.2
1998,North Dakota,89.3
1999,North Dakota,66.9
2000,North Dakota,81.4
2001,North Dakota,79.3
2002,North Dakota,78.2
2003,North Dakota,80.2
2004,North Dakota,87.7
2005,North Dakota,111.3
2006,North Dakota,197.4
2007,North Dakota,209.9
2008,North Dakota,224.6
2009,North Dakota,266.4
2010,North Dakota,229.5
2011,North Dakota,248.1
2012,North Dakota,245.7
2013,North Dakota,273.4
2014,North Dakota,270.4
2015,North Dakota,257.5
2016,North Dakota,252.1
2017,North Dakota,282.5
2018,North Dakota,284.1
2019,North Dakota,284.6
1986,Vermont,149.2
1987,Vermont,136.5
1988,Vermont,142.3
1989,Vermont,132.8
1990,Vermont,127.2
1991,Vermont,116.8
1992,Vermont,109.5
1993,Vermont,114.2
1994,Vermont,96.9
1995,Vermont,118.3
1996,Vermont,121.2
1997,Vermont,119.7
1998,Vermont,106.3
1999,Vermont,113.9
2000,Vermont,113.5
2001,Vermont,105.1
2002,Vermont,106.7
2003,Vermont,114.2
2004,Vermont,114.8
2005,Vermont,125.6
2006,Vermont,145.1
2007,Vermont,129.1
2008,Vermont,137.5
2009,Vermont,134.6
2010,Vermont,131.0
2011,Vermont,147.6
2012,Vermont,142.3
2013,Vermont,123.6
2014,Vermont,102.6
2015,Vermont,119.3
2016,Vermont,136.5
2017,Vermont,173.3
2018,Vermont,185.0
2019,Vermont,202.2
1986,Arkansas,394.8
1987,Arkansas,412.0
1988,Arkansas,422.7
1989,Arkansas,473.7
1990,Arkansas,532.2
1991,Arkansas,593.3
1992,Arkansas,576.5
1993,Arkansas,593.3
1994,Arkansas,595.1
1995,Arkansas,553.2
1996,Arkansas,524.3
1997,Arkansas,526.9
1998,Arkansas,490.2
1999,Arkansas,425.2
2000,Arkansas,445.3
2001,Arkansas,452.4
2002,Arkansas,425.0
2003,Arkansas,456.4
2004,Arkansas,502.3
2005,Arkansas,528.5
2006,Arkansas,552.8
2007,Arkansas,537.1
2008,Arkansas,513.0
2009,Arkansas,515.8
2010,Arkansas,503.5
2011,Arkansas,482.3
2012,Arkansas,469.6
2013,Arkansas,463.2
2014,Arkansas,480.2
2015,Arkansas,529.5
2016,Arkansas,554.3
2017,Arkansas,566.0
2018,Arkansas,561.6
2019,Arkansas,584.6
1986,Hawaii,245.2
1987,Hawaii,263.3
1988,Hawaii,257.1
1989,Hawaii,270.1
1990,Hawaii,280.9
1991,Hawaii,241.8
1992,Hawaii,258.4
1993,Hawaii,261.2
1994,Hawaii,262.2
1995,Hawaii,295.6
1996,Hawaii,280.6
1997,Hawaii,277.9
1998,Hawaii,246.9
1999,Hawaii,234.9
2000,Hawaii,243.8
2001,Hawaii,254.0
2002,Hawaii,262.9
2003,Hawaii,272.3
2004,Hawaii,254.6
2005,Hawaii,255.5
2006,Hawaii,280.7
2007,Hawaii,276.1
2008,Hawaii,272.5
2009,Hawaii,274.1
2010,Hawaii,264.3
2011,Hawaii,251.4
2012,Hawaii,243.0
2013,Hawaii,254.4
2014,Hawaii,236.7
2015,Hawaii,293.4
2016,Hawaii,241.6
2017,Hawaii,251.2
2018,Hawaii,255.0
2019,Hawaii,285.5
1986,Florida,1036.5
1987,Florida,1024.4
1988,Florida,1117.7
1989,Florida,1109.4
1990,Florida,1244.3
1991,Florida,1184.3
1992,Florida,1207.2
1993,Florida,1206.0
1994,Florida,1146.8
1995,Florida,1071.0
1996,Florida,1051.0
1997,Florida,1023.6
1998,Florida,938.7
1999,Florida,854.0
2000,Florida,812.0
2001,Florida,798.3
2002,Florida,771.2
2003,Florida,731.1
2004,Florida,711.8
2005,Florida,708.9
2006,Florida,716.4
2007,Florida,722.6
2008,Florida,688.9
2009,Florida,612.5
2010,Florida,541.3
2011,Florida,514.6
2012,Florida,487.0
2013,Florida,469.3
2014,Florida,458.9
2015,Florida,462.5
2016,Florida,429.4
2017,Florida,408.1
2018,Florida,385.9
2019,Florida,378.4
1986,Indiana,307.7
1987,Indiana,328.5
1988,Indiana,380.0
1989,Indiana,406.5
1990,Indiana,473.9
1991,Indiana,505.3
1992,Indiana,508.5
1993,Indiana,489.1
1994,Indiana,525.1
1995,Indiana,524.7
1996,Indiana,537.0
1997,Indiana,514.6
1998,Indiana,431.0
1999,Indiana,374.6
2000,Indiana,349.1
2001,Indiana,371.1
2002,Indiana,357.3
2003,Indiana,352.3
2004,Indiana,325.9
2005,Indiana,324.0
2006,Indiana,321.6
2007,Indiana,335.8
2008,Indiana,337.6
2009,Indiana,334.0
2010,Indiana,323.3
2011,Indiana,331.8
2012,Indiana,344.8
2013,Indiana,359.6
2014,Indiana,365.3
2015,Indiana,383.7
2016,Indiana,399.7
2017,Indiana,395.0
2018,Indiana,373.5
2019,Indiana,370.8
1986,Rhode Island,335.5
1987,Rhode Island,359.7
1988,Rhode Island,396.7
1989,Rhode Island,378.0
1990,Rhode Island,431.9
1991,Rhode Island,462.0
1992,Rhode Island,394.5
1993,Rhode Island,401.7
1994,Rhode Island,375.5
1995,Rhode Island,368.0
1996,Rhode Island,347.2
1997,Rhode Island,333.5
1998,Rhode Island,312.1
1999,Rhode Island,286.6
2000,Rhode Island,297.7
2001,Rhode Island,309.3
2002,Rhode Island,285.6
2003,Rhode Island,285.7
2004,Rhode Island,247.5
2005,Rhode Island,252.4
2006,Rhode Island,230.4
2007,Rhode Island,229.1
2008,Rhode Island,252.8
2009,Rhode Island,254.3
2010,Rhode Island,257.4
2011,Rhode Island,246.1
2012,Rhode Island,253.0
2013,Rhode Island,257.3
2014,Rhode Island,219.9
2015,Rhode Island,243.0
2016,Rhode Island,239.1
2017,Rhode Island,234.2
2018,Rhode Island,219.8
2019,Rhode Island,221.1
1986,California,920.5
1987,California,918.0
1988,California,929.8
1989,California,977.7
1990,California,1045.2
1991,California,1089.9
1992,California,1119.7
1993,California,1077.8
1994,California,1013.0
1995,California,966.0
1996,California,862.7
1997,California,798.3
1998,California,703.7
1999,California,627.2
2000,California,621.6
2001,California,615.2
2002,California,595.4
2003,California,579.6
2004,California,527.8
2005,California,526.0
2006,California,533.5
2007,California,524.1
2008,California,504.2
2009,California,473.3
2010,California,439.6
2011,California,411.2
2012,California,423.5
2013,California,402.6
2014,California,396.4
2015,California,428.0
2016,California,444.8
2017,California,453.3
2018,California,447.5
2019,California,441.2
1986,Wisconsin,257.9
1987,Wisconsin,249.9
1988,Wisconsin,214.4
1989,Wisconsin,222.6
1990,Wisconsin,264.7
1991,Wisconsin,277.0
1992,Wisconsin,275.7
1993,Wisconsin,264.4
1994,Wisconsin,270.5
1995,Wisconsin,281.1
1996,Wisconsin,252.7
1997,Wisconsin,270.6
1998,Wisconsin,249.0
1999,Wisconsin,245.8
2000,Wisconsin,236.8
2001,Wisconsin,231.0
2002,Wisconsin,225.0
2003,Wisconsin,221.1
2004,Wisconsin,209.8
2005,Wisconsin,241.8
2006,Wisconsin,286.1
2007,Wisconsin,291.5
2008,Wisconsin,275.5
2009,Wisconsin,259.1
2010,Wisconsin,248.9
2011,Wisconsin,249.9
2012,Wisconsin,283.9
2013,Wisconsin,280.7
2014,Wisconsin,291.1
2015,Wisconsin,304.3
2016,Wisconsin,306.9
2017,Wisconsin,321.8
2018,Wisconsin,299.0
2019,Wisconsin,293.2
1986,Connecticut,425.8
1987,Connecticut,419.0
1988,Connecticut,455.4
1989,Connecticut,511.8
1990,Connecticut,553.7
1991,Connecticut,539.7
1992,Connecticut,495.3
1993,Connecticut,456.2
1994,Connecticut,455.5
1995,Connecticut,405.9
1996,Connecticut,412.0
1997,Connecticut,390.9
1998,Connecticut,366.3
1999,Connecticut,345.6
2000,Connecticut,324.7
2001,Connecticut,334.6
2002,Connecticut,312.5
2003,Connecticut,316.8
2004,Connecticut,289.0
2005,Connecticut,272.6
2006,Connecticut,299.7
2007,Connecticut,301.1
2008,Connecticut,306.7
2009,Connecticut,300.9
2010,Connecticut,282.0
2011,Connecticut,275.7
2012,Connecticut,283.5
2013,Connecticut,262.2
2014,Connecticut,238.5
2015,Connecticut,221.4
2016,Connecticut,227.7
2017,Connecticut,229.2
2018,Connecticut,209.6
2019,Connecticut,183.6
1986,Minnesota,284.6
1987,Minnesota,285.4
1988,Minnesota,290.1
1989,Minnesota,288.3
1990,Minnesota,306.1
1991,Minnesota,316.0
1992,Minnesota,338.0
1993,Minnesota,353.9
1994,Minnesota,359.0
1995,Minnesota,356.1
1996,Minnesota,338.8
1997,Minnesota,337.8
1998,Minnesota,310.2
1999,Minnesota,274.0
2000,Minnesota,280.8
2001,Minnesota,263.7
2002,Minnesota,267.2
2003,Minnesota,262.9
2004,Minnesota,269.8
2005,Minnesota,297.3
2006,Minnesota,310.5
2007,Minnesota,289.6
2008,Minnesota,265.4
2009,Minnesota,244.5
2010,Minnesota,235.7
2011,Minnesota,230.5
2012,Minnesota,230.9
2013,Minnesota,234.4
2014,Minnesota,229.1
2015,Minnesota,242.9
2016,Minnesota,241.9
2017,Minnesota,239.7
2018,Minnesota,221.2
2019,Minnesota,236.4
1986,Missouri,578.6
1987,Missouri,544.6
1988,Missouri,552.5
1989,Missouri,632.6
1990,Missouri,715.3
1991,Missouri,763.0
1992,Missouri,740.4
1993,Missouri,744.4
1994,Missouri,743.5
1995,Missouri,663.8
1996,Missouri,590.9
1997,Missouri,577.4
1998,Missouri,555.7
1999,Missouri,500.2
2000,Missouri,490.0
2001,Missouri,540.5
2002,Missouri,539.0
2003,Missouri,490.8
2004,Missouri,490.1
2005,Missouri,525.7
2006,Missouri,545.9
2007,Missouri,560.7
2008,Missouri,502.4
2009,Missouri,492.9
2010,Missouri,457.7
2011,Missouri,447.5
2012,Missouri,451.3
2013,Missouri,433.7
2014,Missouri,443.3
2015,Missouri,498.5
2016,Missouri,520.8
2017,Missouri,531.2
2018,Missouri,501.4
2019,Missouri,495.0
